,word_id,word,passage,sent_num,miscue,prior_sim_val,single_primer,word_len,totallog10,totalsubtlwf
742,194,victim,toads,18,0.07746478873239436,0.07938909872124593,-0.05905858054757118,6.0,3.3865,47.73
747,196,brown,the_surprise,23,0.075,0.12315934151411057,0.12315934151411057,5.0,3.4867,60.11999999999999
751,197,fuzzy,the_surprise,23,0.1125,0.16982572723645717,0.34336140751838684,5.0,2.4742,5.82
752,197,people,mouse_in_the_house,26,0.05660377358490566,0.3747120797634125,0.3747120797634125,6.0,4.7501,1102.98
753,198,aim,toads,19,0.08450704225352113,0.08306480199098587,0.08306480199098587,3.0,2.8802,14.86
754,198,left,mouse_in_the_house,26,0.09433962264150944,0.16147306188941002,0.11082816869020462,4.0,4.3928,484.45
755,198,puppy,the_surprise,23,0.075,0.1360129676759243,0.20638889074325562,5.0,2.7672,11.45
759,200,buying,mouse_in_the_house,26,0.09433962264150944,0.2452421635389328,0.13745830953121185,6.0,3.2253,32.92
760,200,spot,toads,19,0.07746478873239436,0.2074781209230423,0.17503325641155243,4.0,3.4971,61.57
762,201,gave,the_surprise,24,0.125,0.028816815465688705,0.028816815465688705,4.0,4.0944,243.69
765,202,house,mouse_in_the_house,26,0.03773584905660377,0.3031672164797783,0.3089025616645813,5.0,4.4185,514.0
766,202,sam,the_surprise,24,0.0375,-0.0021260492503643036,-0.04163922369480133,3.0,3.7980999999999994,123.16
772,204,catches,toads,19,0.04929577464788732,0.23750614374876022,0.33693772554397583,7.0,2.5276,6.59
773,204,puppy,the_surprise,24,0.025,0.02714012811581294,0.08300470560789108,5.0,2.7672,11.45
