,word_id,word,passage,sent_num,miscue,prior_sim_val,single_primer,word_len,totallog10,totalsubtlwf
777,206,came,mouse_in_the_house,27,0.1509433962264151,0.17984668910503387,0.17984668910503387,4.0,4.3738,463.73
779,206,snails,toads,19,0.06338028169014084,0.21169005054980516,0.3208259344100952,6.0,2.0569,2.22
780,207,sang,the_surprise,24,0.25,0.04045346938073635,-0.10754818469285965,4.0,2.6232,8.22
781,207,slugs,toads,19,0.06338028169014084,0.3211200773715973,0.7113310098648071,5.0,1.9685,1.8
784,208,happy,the_surprise,24,0.075,0.11113384142518043,0.025820357725024223,5.0,4.2303,333.2
786,209,birthday,the_surprise,24,0.05,0.1556680518357704,0.34117233753204346,8.0,3.6954000000000002,97.22
787,209,flies,toads,19,0.014084507042253521,0.32352175066868466,0.43376487493515015,5.0,2.8561,14.06
789,210,house,mouse_in_the_house,27,0.03773584905660377,0.37501435726881027,0.21088974177837372,5.0,4.4185,514.0
801,214,birthday,the_surprise,25,0.05,0.16658858954906464,0.16658858954906464,8.0,3.6954000000000002,97.22
806,215,world,toads,20,0.035211267605633804,0.3412884771823883,0.3412884771823883,5.0,4.3658,455.22
807,216,right,mouse_in_the_house,28,0.1509433962264151,0.3838998079299927,0.3838998079299927,5.0,5.3105,4008.39
808,216,toads,toads,20,0.028169014084507043,0.2093701884150505,0.1575336903333664,5.0,1.4914,0.59
810,217,size,mouse_in_the_house,28,0.20754716981132076,0.15628884732723236,0.1847125142812729,4.0,3.3718,46.14
811,218,considered,toads,20,0.07746478873239436,0.31896023948987323,0.14240697026252747,10.0,3.073,23.18
817,221,pests,toads,20,0.21830985915492956,0.32094931975007057,0.25994959473609924,5.0,1.2553,0.33
824,224,time,toads,21,0.014084507042253521,0.37654605507850647,0.37654605507850647,4.0,4.9995,1958.63
825,225,ago,toads,21,0.035211267605633804,0.026080567855387926,0.053604915738105774,3.0,4.1641,286.12
826,225,stairs,mouse_in_the_house,29,0.18867924528301888,0.3865422010421753,0.3865422010421753,6.0,3.0839,23.759999999999998
827,226,humans,toads,21,0.04929577464788732,0.21830578396717706,0.06357725709676743,6.0,2.9201,16.29
829,227,mouse,mouse_in_the_house,29,0.07547169811320754,0.18153680860996246,0.25984716415405273,5.0,2.9894,19.12
831,228,ran,mouse_in_the_house,29,0.11320754716981132,0.24288154020905495,-0.01801992580294609,3.0,3.6332,84.23999999999998
833,229,bring,toads,21,0.04225352112676056,0.16069044545292854,0.2289019674062729,5.0,4.2224,327.16
836,230,toads,toads,21,0.014084507042253521,0.14822747223079205,0.024687854573130608,5.0,1.4914,0.59
839,232,ships,toads,21,0.09859154929577464,0.19880538992583752,0.24688896536827087,5.0,3.0013,19.65
842,233,wall,mouse_in_the_house,29,0.24528301886792453,0.28125334717333317,0.06358020752668381,4.0,3.557,70.69
843,234,new,toads,21,0.04929577464788732,0.14511227042281202,0.1518629938364029,3.0,4.5672,723.78
846,235,lands,toads,21,0.07042253521126761,0.24880399042740464,0.16274762153625488,5.0,2.5527,6.98
852,238,said,mouse_in_the_house,30,0.07547169811320754,0.3982781171798706,0.3982781171798706,4.0,4.7523,1108.45
853,239,humans,toads,22,0.04929577464788732,0.11864863336086273,0.11864863336086273,6.0,2.9201,16.29
854,239,oh,mouse_in_the_house,30,0.16981132075471697,0.04097324376925826,-0.012547467835247517,2.0,5.2247,3289.8200000000006
860,242,believe,toads,22,0.09859154929577464,0.28665580227971077,0.4651235342025757,7.0,4.5036,625.14
861,243,mouse,mouse_in_the_house,30,0.05660377358490566,0.01316363193715612,-0.007558973040431738,5.0,2.9894,19.12
863,244,toads,toads,22,0.04225352112676056,0.2028129349152247,0.10454452037811279,5.0,1.4914,0.59
867,246,eat,toads,22,0.04929577464788732,0.22301851585507393,0.2594378888607025,3.0,4.1088,251.88
869,247,house,mouse_in_the_house,31,0.018867924528301886,0.21180516481399536,0.21180516481399536,5.0,4.4185,514.0
871,248,bugs,toads,22,0.07042253521126761,0.25258743315935134,0.23341384530067444,4.0,2.8426,13.63
875,250,like,toads,22,0.08450704225352113,0.2670211140066385,0.21090932190418243,4.0,5.3095,3998.9599999999996
879,252,buy,mouse_in_the_house,31,0.1509433962264151,0.1598135307431221,0.13962234556674957,3.0,3.9919,192.43
880,252,eat,toads,22,0.028169014084507043,0.3497308726821627,0.3226282000541687,3.0,4.1088,251.88
881,253,crops,toads,22,0.035211267605633804,0.25677378103137016,0.23649325966835022,5.0,2.1271,2.61
884,254,mouse,mouse_in_the_house,31,0.03773584905660377,0.16710288325945535,0.06811586022377014,5.0,2.9894,19.12
889,257,predators,toads,23,0.07042253521126761,0.40043261647224426,0.40043261647224426,9.0,1.9823000000000002,1.86
890,258,toads,toads,23,0.035211267605633804,0.33628881722688675,0.4892096519470215,5.0,1.4914,0.59
891,259,quickly,toads,23,0.056338028169014086,0.26431209842363995,0.1638735830783844,7.0,3.4597,56.49
892,260,grew,toads,23,0.04929577464788732,0.06470800982788205,0.0689891055226326,4.0,3.1744,29.27
894,262,numbers,toads,23,0.09859154929577464,0.2585237927734852,0.055840540677309036,7.0,3.3056,39.61
897,265,harm,toads,24,0.06338028169014084,0.07774858921766281,0.07774858921766281,4.0,3.2101,31.78
898,266,local,toads,24,0.08450704225352113,0.06863643601536751,0.049304790794849396,5.0,3.3282,41.73
899,267,habitats,toads,24,0.13380281690140844,0.31237755219141644,0.20754551887512207,8.0,1.0792,0.22
901,269,eating,toads,24,0.035211267605633804,0.3095555678009987,0.3513912260532379,6.0,3.4918,60.82
905,273,food,toads,24,0.04225352112676056,0.3287067413330078,0.5599008798599243,4.0,3.8964000000000003,154.43
910,278,animals,toads,25,0.028169014084507043,0.30719876289367676,0.30719876289367676,7.0,3.2997,39.08
912,280,try,toads,25,0.02112676056338028,0.1982341632246971,0.15203121304512024,3.0,4.3859,476.75
914,282,eat,toads,25,0.007042253521126761,0.30455615123112995,0.4163646399974823,3.0,4.1088,251.88
920,288,know,toads,26,0.035211267605633804,0.2486756592988968,0.2486756592988968,4.0,5.4651,5721.18
922,290,toads,toads,26,0.04225352112676056,0.32507263869047165,0.1451893299818039,5.0,1.4914,0.59
924,292,poison,toads,26,0.06338028169014084,0.3485151529312134,0.37498530745506287,6.0,3.098,24.55
927,295,skin,toads,26,0.014084507042253521,0.19973889365792274,0.22847576439380646,4.0,3.3516,44.04
932,300,trying,toads,27,0.0,0.30096888542175293,0.30096888542175293,6.0,4.3589,448.02
935,303,rid,toads,27,0.02112676056338028,0.13539551943540573,0.1736753284931183,3.0,3.4847,59.84
937,305,toads,toads,27,0.035211267605633804,0.19275353103876114,0.11303327977657318,5.0,1.4914,0.59
939,307,gardens,toads,27,0.056338028169014086,0.13143819384276867,0.3149484097957611,7.0,2.316,4.04
941,309,parks,toads,27,0.07042253521126761,0.19955583438277244,0.6048873066902161,5.0,2.281,3.73
